"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,1.57862326889757e-06,1.59506879156222e-06,8.54831329614358e-07,54.1504326242022
"TR","2",10,0,0,3.70975703581055e-06,1.82679824582361e-06,3.72893991842662e-06,100.517092694505
