"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,8.41824151273294e-05,5.6622417978567e-05,7.08287514046904e-05,84.1372290133979
"TR","2",10,0,0,7.94099439804086e-05,5.87835405238106e-05,7.67294743151839e-05,96.6245163629809
