"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,0.000484464623389748,0.000283250332663192,0.00056512320245386,116.64901319311
"TR","2",10,0,0,0.000428238922549162,0.000379634049185622,0.000271054228068084,63.2950938823098
