"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,0.000138659838748094,0.000142815488423664,1.59553427549605e-05,11.506823388095
"TR","2",10,0,0,0.000135611858615908,0.000135116807608347,2.30449793153755e-05,16.9933363870821
