"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"TR","1",10,0,0,0.00474585981497098,0.00478112276616507,0.00143364298747493,30.2082877153779
"TR","2",10,0,0,0.00480834326766328,0.00469163899072779,0.00161048959881828,33.4936486263164
