"feature","principal_component","loading","eigenvalue","Standard deviation","Proportion of Variance","Cumulative Proportion"
"1","PC1",-0.0297440082732836,84.0433996909661,9.16751873142161,0.16069,0.16069
"1","PC2",0.0300057455206065,24.9238544740313,4.99237964041511,0.04766,0.20835
"1","PC3",0.02923053299057,22.6062938699506,4.75460764626805,0.04322,0.25157
"1","PC4",0.00360649262237884,21.3176315125529,4.61710206867391,0.04076,0.29233
"1","PC5",-0.00155322937947433,18.5931828283124,4.31198131122022,0.03555,0.32789
"1","PC6",-0.0638409529115129,17.4134849390875,4.17294679322508,0.0333,0.36118
"1","PC7",-0.0418379497223721,16.9022584168347,4.11123563139291,0.03232,0.3935
"1","PC8",0.0561917396826358,15.3905226203356,3.9230756582477,0.02943,0.42293
"1","PC9",-0.0146473086678053,15.093157607456,3.88499132656123,0.02886,0.45179
"1","PC10",-0.0147990373928641,14.7938248155555,3.84627414721773,0.02829,0.48007
"1","PC11",-0.0571769295695233,13.6214913343524,3.69073046081022,0.02604,0.50612
"1","PC12",-0.0197373350035533,13.0180812249036,3.6080578189524,0.02489,0.53101
"1","PC13",0.020898353816238,12.6570233999612,3.55767106404755,0.0242,0.55521
"1","PC14",0.0093454820302792,12.1694536972766,3.48847440828746,0.02327,0.57848
"1","PC15",0.0106852591367396,11.7116270494509,3.42222545275014,0.02239,0.60087
"1","PC16",-0.0467109827828856,11.4044169835556,3.37704263869374,0.02181,0.62268
"1","PC17",-0.116586313324856,11.343050796534,3.36794459522927,0.02169,0.64436
"1","PC18",0.00421065047129015,10.8518747116754,3.29421837644006,0.02075,0.66511
"1","PC19",0.0603253514258431,10.6301199526653,3.26038647289938,0.02033,0.68544
"1","PC20",0.0291211106319458,10.3989610054262,3.22474200602563,0.01988,0.70532
"1","PC21",-0.0554808177777233,9.52180874670893,3.08574281927528,0.01821,0.72353
"1","PC22",0.0141000340634494,9.24348369918479,3.04030980315901,0.01767,0.7412
"1","PC23",-0.0089913564423328,9.0824887081647,3.01371675977765,0.01737,0.75857
"1","PC24",-0.0305602108084116,8.9929881008305,2.99883112242595,0.0172,0.77576
"1","PC25",-0.0153554831317745,8.78810911145112,2.96447450848394,0.0168,0.79257
"1","PC26",0.00051321796202404,8.45691699868938,2.90807788731481,0.01617,0.80874
"1","PC27",-0.0819579289720365,8.20016996865874,2.86359389031663,0.01568,0.82442
"1","PC28",-0.0357688258385793,7.88033208162705,2.80719291849118,0.01507,0.83948
"1","PC29",-0.0381305858626798,7.61671354774801,2.75983940615174,0.01456,0.85405
"1","PC30",-0.0746725838389213,7.17770040004788,2.67912306549137,0.01372,0.86777
"1","PC31",0.0336038921240488,6.98720278754073,2.64333175888702,0.01336,0.88113
"1","PC32",0.0356642541173219,6.7769378044734,2.6032552322954,0.01296,0.89409
"1","PC33",-0.0403489300530699,6.67329638111928,2.58327241713283,0.01276,0.90685
"1","PC34",0.0677880885191333,6.38210635157969,2.52628310994229,0.0122,0.91905
"1","PC35",0.110608207611818,6.15915748958142,2.4817649948336,0.01178,0.93083
"1","PC36",-0.0653067190948458,6.08009841059965,2.465785556491,0.01163,0.94245
"1","PC37",-0.0771827368734281,5.75994257997794,2.39998803746559,0.01101,0.95347
"1","PC38",0.0189394866675593,5.54825771120536,2.35547398864971,0.01061,0.96408
"1","PC39",0.0949987341741921,5.04873682396543,2.24693943486811,0.00965,0.97373
"1","PC40",0.0921243890207992,4.9297181635573,2.2202968638354,0.00943,0.98315
"1","PC41",0.00798521103938364,4.71548731644038,2.17151728439826,0.00902,0.99217
"1","PC42",0.0272603575528368,4.09463588596457,2.02352066605819,0.00783,1
"1","PC43",-0.0705780896917891,1.65746380895153e-29,4.0711961497225e-15,0,1
"2","PC1",0.00156767965689332,84.0433996909661,9.16751873142161,0.16069,0.16069
"2","PC2",0.0521866568460686,24.9238544740313,4.99237964041511,0.04766,0.20835
"2","PC3",0.0644272694699659,22.6062938699506,4.75460764626805,0.04322,0.25157
"2","PC4",-0.0261427182901569,21.3176315125529,4.61710206867391,0.04076,0.29233
"2","PC5",-0.090236121849906,18.5931828283124,4.31198131122022,0.03555,0.32789
"2","PC6",-0.0372977398271323,17.4134849390875,4.17294679322508,0.0333,0.36118
"2","PC7",-0.0374741126008592,16.9022584168347,4.11123563139291,0.03232,0.3935
"2","PC8",-0.0216440742554432,15.3905226203356,3.9230756582477,0.02943,0.42293
"2","PC9",-0.022814111681543,15.093157607456,3.88499132656123,0.02886,0.45179
"2","PC10",-0.0932193119135154,14.7938248155555,3.84627414721773,0.02829,0.48007
"2","PC11",0.0151934092966416,13.6214913343524,3.69073046081022,0.02604,0.50612
"2","PC12",-0.0133597742183288,13.0180812249036,3.6080578189524,0.02489,0.53101
"2","PC13",-0.0148497509899851,12.6570233999612,3.55767106404755,0.0242,0.55521
"2","PC14",0.000601481480898175,12.1694536972766,3.48847440828746,0.02327,0.57848
"2","PC15",0.0127285931180253,11.7116270494509,3.42222545275014,0.02239,0.60087
"2","PC16",0.0169342633579511,11.4044169835556,3.37704263869374,0.02181,0.62268
"2","PC17",0.0085055618379205,11.343050796534,3.36794459522927,0.02169,0.64436
"2","PC18",0.0188146942504324,10.8518747116754,3.29421837644006,0.02075,0.66511
"2","PC19",0.0157024526867561,10.6301199526653,3.26038647289938,0.02033,0.68544
"2","PC20",-0.0171697138285394,10.3989610054262,3.22474200602563,0.01988,0.70532
"2","PC21",-0.0803047080348786,9.52180874670893,3.08574281927528,0.01821,0.72353
"2","PC22",-0.0339928224559316,9.24348369918479,3.04030980315901,0.01767,0.7412
"2","PC23",0.0921664389308304,9.0824887081647,3.01371675977765,0.01737,0.75857
"2","PC24",0.0219298671938483,8.9929881008305,2.99883112242595,0.0172,0.77576
"2","PC25",-0.0614336526011654,8.78810911145112,2.96447450848394,0.0168,0.79257
"2","PC26",-0.0804811919146803,8.45691699868938,2.90807788731481,0.01617,0.80874
"2","PC27",-0.0450893008853086,8.20016996865874,2.86359389031663,0.01568,0.82442
"2","PC28",0.0205226810032254,7.88033208162705,2.80719291849118,0.01507,0.83948
"2","PC29",-0.120023986680511,7.61671354774801,2.75983940615174,0.01456,0.85405
"2","PC30",0.00702570424336163,7.17770040004788,2.67912306549137,0.01372,0.86777
"2","PC31",0.0283984489394911,6.98720278754073,2.64333175888702,0.01336,0.88113
"2","PC32",0.0200003035989732,6.7769378044734,2.6032552322954,0.01296,0.89409
