"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,2.51956552875155e-05,2.32714504501858e-05,1.22144585207467e-05,48.4784316238798
"TR","1",10,0,0,5.14879119177742e-05,3.22559384971814e-05,4.17271530834673e-05,81.0426205477224
