"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000110185412197328,0.000111887718800681,9.3566224764665e-06,8.49170710521097
"TR","1",10,0,0,0.000114797530301069,0.000117231946440634,1.48081716276259e-05,12.8993817103816
