"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000165610561214645,0.000165173870116472,1.6942983629549e-05,10.2306178454341
"TR","1",10,0,0,0.000168258566211471,0.000169912516610593,1.58627923612213e-05,9.4276283926517
