"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000844093341818168,0.000861351424149089,7.06700809908089e-05,8.3723064132441
"TR","1",10,0,0,0.000807020241160414,0.00081046629940251,5.39465683613843e-05,6.68466112867436
