"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,6.12890439657483e-05,6.03770800841374e-05,2.74427885046043e-05,44.7760100809223
"TR","1",10,0,0,9.94739981252272e-05,0.000107013955342513,2.99800610335419e-05,30.1385905850494
