"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.00166173473160532,0.00165829925087813,0.000113290180255568,6.81758514766815
"TR","1",10,0,0,0.00164982092488086,0.00163758373787394,8.56541187076901e-05,5.19172216911211
