"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.00379235501947133,0.00378512072579206,0.0004529448553708,11.9436300938392
"TR","1",10,0,0,0.00413645093497403,0.00387006654204584,0.000704482929694883,17.0310959991915
