"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000799078341209161,0.000808531355188449,6.81190211634966e-05,8.52469872483583
"TR","1",10,0,0,0.000808346408125536,0.000809907047292131,3.98160111474982e-05,4.92561242893713
