"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,2.86190597336206e-05,2.89896012254261e-05,8.83310345087139e-06,30.8644083107125
"TR","1",10,0,0,3.24508279993295e-05,3.43447077582196e-05,8.70023002421527e-06,26.8105024142836
