"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000248510920938017,0.000267283858376513,4.73430519942643e-05,19.0506927484577
"TR","1",10,0,0,0.000251938599701071,0.000279679724958215,6.51298031557622e-05,25.8514587415505
