"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,9.58824132165888e-06,9.80333248311271e-06,3.03084110516491e-06,31.6099793850468
"TR","1",10,0,0,8.02800396758172e-06,8.45195334444066e-06,3.57824348348683e-06,44.5720193703979
