"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000261601037038568,0.000245488743321602,0.000188187157741803,71.9367017318277
"TR","1",10,0,0,0.000266842471741805,0.000276167519027428,0.00018065095900181,67.6994774567247
