"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,1.40674991294611e-05,1.37430320546784e-05,4.25875667884254e-06,30.2737298197061
"TR","1",10,0,0,1.11855680404204e-05,9.81212658389083e-06,4.57186660917521e-06,40.872905092117
