"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000237762844530328,0.000264237106573676,0.000148313359087629,62.3786947790788
"TR","1",10,0,0,0.000239530828321472,0.000177102105707372,0.000108620348381588,45.3471267739324
