"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.0066858707113841,0.00674974063956678,0.000892144689879185,13.34373230341
"TR","1",10,0,0,0.00835777822153099,0.0054425694221245,0.00777487085701747,93.0255703242777
