"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,2.00429876435882e-05,1.85259991900614e-05,7.62246661768421e-06,38.0305908142524
"TR","1",10,0,0,1.97281640007544e-05,2.00806235775186e-05,2.99141717072572e-06,15.1631807734938
