row_ID,mz,retention_time,p_value,statistic,n_samples,p_adjusted_BH,p_adjusted_Bonferroni,effect_size,mean_group1,mean_group2,mean_change_difference,fold_change,log2_fold_change
8776,397.328241327069,16.76302,0.002915085858374123,6,18,0.5871564584250639,1,-0.85,-6.8434246439065e-6,9.752754886726426e-6,1.6596179530632926e-5,NA,NA
5751,614.446626394337,14.787305,0.002915085858374123,74,18,0.5871564584250639,1,0.8500000000000001,4.095216326009278e-6,-3.36295942441488e-6,-7.458175750424158e-6,NA,NA
6114,97.1015546962617,15.001301,0.0038806884459565406,73,18,0.5871564584250639,1,0.825,1.6922231046959998e-5,-6.9922725528299994e-6,-2.3914503599789997e-5,NA,NA
3729,185.114665665916,7.6914005,0.0038806884459565406,7,18,0.5871564584250639,1,-0.825,-2.666888109343719e-4,0.0014226202126760715,0.0016893090236104434,NA,NA
6108,312.252730612651,14.895345,0.005128520196060811,72,18,0.5871564584250639,1,0.8,1.0482397542999996e-5,-1.559356968763626e-5,-2.6075967230636255e-5,NA,NA
6997,398.231898656672,15.472778,0.005128520196060811,72,18,0.5871564584250639,1,0.8,2.0629166822796e-5,-2.4438892033627512e-5,-4.5068058856423515e-5,NA,NA
5757,570.420496508489,14.803999,0.005128520196060811,72,18,0.5871564584250639,1,0.8,6.337400655376e-6,-6.135591144935038e-6,-1.2472991800311038e-5,NA,NA
8623,105.04261211978,16.636168,0.0067283996083474925,71,18,0.5871564584250639,1,0.7749999999999999,6.329098356153361e-4,-0.0037102563770442624,-0.004343166212659599,NA,NA
5894,109.101442269077,15.001516,0.0067283996083474925,71,18,0.5871564584250639,1,0.7749999999999999,1.4031772965130603e-4,-9.842419829417243e-5,-2.3874192794547846e-4,NA,NA
1827,132.065541854964,0.6468944,0.0067283996083474925,71,18,0.5871564584250639,1,0.7749999999999999,1.30065812217618e-4,-4.4277532024871244e-5,-1.7434334424248923e-4,NA,NA
3726,142.070036507573,7.6910667,0.0067283996083474925,9,18,0.5871564584250639,1,-0.775,-8.142110632890575e-6,4.065283615682375e-5,4.8794946789714324e-5,NA,NA
3728,107.070566415356,7.6914015,0.008763529230224835,10,18,0.5871564584250639,1,-0.75,-1.4680590992024002e-5,1.4067841429633873e-4,1.5535900528836273e-4,NA,NA
3730,163.132752760871,7.691843,0.008763529230224835,10,18,0.5871564584250639,1,-0.75,-8.747971830721803e-5,8.429944936777862e-4,9.304742119850042e-4,NA,NA
8574,491.373221334503,16.566414,0.008763529230224835,10,18,0.5871564584250639,1,-0.75,-1.2000118433892785e-5,2.34524494424292e-5,3.545256787632199e-5,NA,NA
8255,610.183243264451,16.1421,0.008763529230224835,70,18,0.5871564584250639,1,0.75,2.551440116431915e-6,-5.5226975864874344e-5,-5.777841598130626e-5,NA,NA
7133,368.219155447951,15.425479,0.011331975645198054,69,18,0.6091984994449878,1,0.7250000000000001,3.488841678731892e-5,-8.296265248942143e-5,-1.1785106927674036e-4,NA,NA
5971,468.38909466586,14.93105,0.011331975645198054,69,18,0.6091984994449878,1,0.7250000000000001,1.0797123983645984e-5,-1.8752317251843976e-5,-2.954944123548996e-5,NA,NA
8455,623.45172620059,16.474884,0.011331975645198054,11,18,0.6091984994449878,1,-0.725,-1.4594758611201736e-5,1.6402753068172477e-5,3.099751167937421e-5,NA,NA
5913,81.0704523119308,14.909035,0.014548023867342993,68,18,0.6091984994449878,1,0.7,1.0213886955876992e-5,-2.0016307628241253e-5,-3.0230194584118245e-5,NA,NA
5875,141.127243324485,14.894805,0.014548023867342993,68,18,0.6091984994449878,1,0.7,4.548150612930361e-6,-4.664855796395412e-6,-9.213006409325773e-6,NA,NA
8917,155.128958597292,16.89301,0.014548023867342993,12,18,0.6091984994449878,1,-0.7,-2.4221607262356998e-5,2.357742069493112e-4,2.599958142116682e-4,NA,NA
6074,294.242310512348,14.89771,0.014548023867342993,68,18,0.6091984994449878,1,0.7,4.7458973121226e-6,-4.2361028404086e-6,-8.9820001525312e-6,NA,NA
8573,493.850996759077,16.565407,0.014548023867342993,12,18,0.6091984994449878,1,-0.7,-1.2202688108893595e-5,1.9035901132956147e-5,3.1238589241849746e-5,NA,NA
8553,735.464176603868,16.55346,0.014548023867342993,68,18,0.6091984994449878,1,0.7,5.209457581620449e-6,-5.314931004525251e-6,-1.05243885861457e-5,NA,NA
9277,82.014209726988,17.027708,0.01854331290326018,13,18,0.6902233136213511,1,-0.675,-5.591086542619997e-6,2.19352836182929e-5,2.7526370160912895e-5,NA,NA
9079,132.076712487988,16.985073,0.01854331290326018,67,18,0.6902233136213511,1,0.675,1.7101834586523098e-4,-1.606442241379012e-4,-3.316625700031322e-4,NA,NA
6069,284.257934007625,14.999798,0.01854331290326018,67,18,0.6902233136213511,1,0.675,2.208404711235031e-6,-8.556993370628672e-6,-1.0765398081863703e-5,NA,NA
9346,112.018090422615,17.030039,0.02346764647609126,14,18,0.7056383381268951,1,-0.65,-0.0011253065667219595,0.001197100076721063,0.0023224066434430228,NA,NA
5884,135.080372671309,14.895022,0.02346764647609126,66,18,0.7056383381268951,1,0.6499999999999999,3.6324343948910924e-5,-1.3351402475275242e-4,-1.6983836870166334e-4,NA,NA
9323,165.067189467556,17.02898,0.02346764647609126,14,18,0.7056383381268951,1,-0.65,-9.665616753449481e-6,1.4799668352876254e-5,2.4465285106325735e-5,NA,NA
7478,265.252177358697,15.699059,0.02346764647609126,66,18,0.7056383381268951,1,0.6499999999999999,-1.5996151242344699e-6,-1.2685789374012727e-5,-1.1086174249778257e-5,NA,NA
6088,368.219212433543,14.894807,0.02346764647609126,66,18,0.7056383381268951,1,0.6499999999999999,3.3390570793417e-5,-8.914137321426126e-5,-1.2253194400767826e-4,NA,NA
8500,579.425593645022,16.503954,0.02346764647609126,14,18,0.7056383381268951,1,-0.65,-5.968209224715409e-6,1.7282316990420547e-5,2.3250526215135955e-5,NA,NA
8899,74.0970547934691,16.87788,0.02948936338440756,15,18,0.7056383381268951,1,-0.625,-4.4461852740337036e-4,0.003434534061387774,0.0038791525887911446,NA,NA
9497,102.037651540422,17.037348,0.02948936338440756,15,18,0.7056383381268951,1,-0.625,-6.6507676798755e-5,-2.9873645307525077e-6,6.352031226800249e-5,NA,NA
9291,131.538611304739,17.029192,0.02948936338440756,65,18,0.7056383381268951,1,0.625,4.004628951735143e-5,-5.59214300240125e-6,-4.563843251975268e-5,NA,NA
4124,227.124975845399,11.283274,0.02948936338440756,15,18,0.7056383381268951,1,-0.625,-2.6798313020191842e-5,1.2980475823738823e-5,3.9778788843930665e-5,NA,NA
6081,306.239832916048,14.905912,0.02948936338440756,65,18,0.7056383381268951,1,0.625,4.5383548641248385e-6,-7.782693897437564e-6,-1.2321048761562402e-5,NA,NA
5791,487.323429586213,14.837481,0.02948936338440756,65,18,0.7056383381268951,1,0.625,3.650626886207495e-6,-4.9363580158832145e-6,-8.58698490209071e-6,NA,NA
8546,513.386581534014,16.549322,0.02948936338440756,15,18,0.7056383381268951,1,-0.625,-5.349145031260998e-6,2.222604835790979e-5,2.7575193389170786e-5,NA,NA
8220,703.452861382351,16.264412,0.02948936338440756,65,18,0.7056383381268951,1,0.625,4.2043124614466945e-7,-5.878491285920718e-7,-1.0082803747367413e-6,NA,NA
8616,876.660349171401,16.604132,0.02948936338440756,15,18,0.7056383381268951,1,-0.625,-5.977060934705776e-6,5.2364828332349945e-6,1.121354376794077e-5,NA,NA
9456,106.029091972106,17.035973,0.036795147171452006,16,18,0.7250808413197896,1,-0.6,3.2778733345298026e-6,1.3418543288731864e-5,1.014066995420206e-5,NA,NA
5375,204.138105892807,14.331266,0.036795147171452006,16,18,0.7250808413197896,1,-0.6,2.4354701112430785e-6,1.1666939872544206e-5,9.231469761301127e-6,NA,NA
3287,215.125170564377,5.6554103,0.036795147171452006,64,18,0.7250808413197896,1,0.6000000000000001,6.864158063361999e-6,-5.66638633960087e-6,-1.2530544402962869e-5,NA,NA
7700,256.263069898048,15.793059,0.036795147171452006,16,18,0.7250808413197896,1,-0.6,-1.1059565434307829e-4,-1.3386078086355497e-6,1.0925704653444274e-4,NA,NA
4736,288.252856949326,13.487194,0.036795147171452006,16,18,0.7250808413197896,1,-0.6,-1.3329365622885011e-5,2.2663287967333745e-5,3.5992653590218754e-5,NA,NA
6391,340.284073110828,15.20336,0.036795147171452006,16,18,0.7250808413197896,1,-0.6,-1.1204649241804822e-5,5.040011585359672e-6,1.6244660827164493e-5,NA,NA
5878,352.245220972779,14.894807,0.036795147171452006,64,18,0.7250808413197896,1,0.6000000000000001,3.9523286648097004e-5,-1.409135020323325e-4,-1.8043678868042952e-4,NA,NA
6970,399.307482562385,15.588492,0.036795147171452006,64,18,0.7250808413197896,1,0.6000000000000001,6.043383856900245e-5,-2.959001718280532e-5,-9.002385575180777e-5,NA,NA
8489,601.438692134365,16.489279,0.036795147171452006,16,18,0.7250808413197896,1,-0.6,-5.884329194892459e-6,1.6536168827333738e-5,2.2420498022226196e-5,NA,NA
2803,98.5123622538129,3.0268826,0.045589156179580106,17,18,0.752963645774706,1,-0.575,-0.001991054671139079,0.002007451881705235,0.003998506552844314,NA,NA
9342,113.01686772806,17.02993,0.045589156179580106,17,18,0.752963645774706,1,-0.575,-1.1199800262656095e-4,1.4149358560607868e-4,2.5349158823263963e-4,NA,NA
4538,149.023267419053,12.859127,0.045589156179580106,17,18,0.752963645774706,1,-0.575,-1.3341131996393477e-6,1.70564154677323e-5,1.8390528667371648e-5,NA,NA
10045,190.97914238324,17.815807,0.045589156179580106,63,18,0.752963645774706,1,0.575,6.60241192022859e-4,-8.46023891626942e-5,-7.448435811855532e-4,NA,NA
5069,280.263083313836,14.019282,0.045589156179580106,17,18,0.752963645774706,1,-0.575,1.3307028650195384e-5,2.9846919004073587e-5,1.6539890353878202e-5,NA,NA
8552,523.851099748166,16.551222,0.045589156179580106,63,18,0.752963645774706,1,0.575,-1.0453291890734103e-6,-9.504703004941863e-6,-8.459373815868454e-6,NA,NA
9542,97.991676991767,17.04265,0.056091363996293074,18,18,0.752963645774706,1,-0.55,-4.2798430049369e-5,8.41184342132488e-5,1.269168642626178e-4,NA,NA
988,110.057899186978,0.58809566,0.056091363996293074,62,18,0.752963645774706,1,0.55,5.886721499926099e-5,6.1159166959800005e-6,-5.275129830328099e-5,NA,NA
8343,130.159026015302,16.290874,0.056091363996293074,62,18,0.752963645774706,1,0.55,0.0013120718426844924,-9.316098006241272e-4,-0.00224368164330862,NA,NA
9205,160.025134186271,17.020714,0.056091363996293074,62,18,0.752963645774706,1,0.55,1.4433079037787729e-5,-1.2721943741158e-5,-2.715502277894573e-5,NA,NA
7037,172.133012655059,15.520539,0.056091363996293074,62,18,0.752963645774706,1,0.55,1.5053897306590292e-4,-5.376050382694e-4,-6.881440113353029e-4,NA,NA
5872,173.117103644713,14.999902,0.056091363996293074,62,18,0.752963645774706,1,0.55,1.0557961341419e-5,-3.0609993557172493e-5,-4.1167954898591494e-5,NA,NA
9490,185.023182295454,17.037457,0.056091363996293074,18,18,0.752963645774706,1,-0.55,-5.831252137853249e-6,1.731718018309875e-5,2.3148432320952e-5,NA,NA
