"PCo1","PCo2","sample_name","Groups"
0.0955116949145467,-0.173032330895347,"S41_neg.mzML","Healthy"
-0.177753955444471,0.142708345955357,"S42_neg.mzML","Healthy"
-0.224689953143219,-0.253499164360248,"S43_neg.mzML","Healthy"
-0.38710832577171,-0.153790696692194,"S46_neg.mzML","Healthy"
-0.231670753031074,0.281989278380218,"S21_neg.mzML","PR1"
-0.174029374938115,0.0802786676787183,"S22_neg.mzML","PR1"
-0.0452302035386863,0.0800839880080793,"S23_neg.mzML","PR1"
-0.259265424680143,0.214971900833381,"S24_neg.mzML","PR1"
0.186324647921752,-0.0731757290500749,"S25_neg.mzML","PR1"
0.130828649030573,0.0891075215581065,"S26_neg.mzML","PR1"
0.151768880067986,-0.154588194008515,"S27_neg.mzML","PR1"
-0.0689129403066015,0.132946403229043,"S28_neg.mzML","PR1"
0.201946767609419,-0.300331888274525,"S29_neg.mzML","PR1"
0.209224572080396,-0.167441591520685,"S30_neg.mzML","PR1"
0.0516470285740636,0.353897517983335,"S31_neg.mzML","PR2"
-0.106463302561742,-0.0195824127362436,"S32_neg.mzML","PR2"
0.096438166192718,-0.201409514825633,"S34_neg.mzML","PR2"
0.519121876160828,0.168771337252504,"S35_neg.mzML","PR2"
-0.0134740384100959,0.0447402995711862,"S36_neg.mzML","PR2"
0.0172698095341784,0.235026903763485,"S37_neg.mzML","PR2"
0.357061082299673,0.181437077568698,"S38_neg.mzML","PR2"
0.176921652710441,0.166305123829305,"S39_neg.mzML","PR2"
-0.236939448498339,0.00665320773805749,"S40_neg.mzML","PR2"
0.171622825091779,0.0999377056633961,"S01_neg.mzML","TR1"
0.00252866208426913,-0.180402698312146,"S02_neg.mzML","TR1"
-0.0322739627229433,-0.191875813849467,"S03_neg.mzML","TR1"
0.201192643184597,0.0183215478856942,"S04_neg.mzML","TR1"
-0.0719102632578387,0.310735187095014,"S05_neg.mzML","TR1"
0.243472130413696,-0.047903098858524,"S06_neg.mzML","TR1"
-0.0180601931758747,-0.2050215741315,"S07_neg.mzML","TR1"
-0.274093017577131,-0.00847374321792383,"S08_neg.mzML","TR1"
-0.0754745133402926,-0.363509265806234,"S09_neg.mzML","TR1"
-0.130844127822949,-0.0208886129077938,"S10_neg.mzML","TR1"
0.0264387286725803,0.111962412140012,"S11_neg.mzML","TR2"
0.0190007922362446,0.104889291725528,"S12_neg.mzML","TR2"
-0.172933967766455,-0.213578313323116,"S13_neg.mzML","TR2"
-0.162956060047318,0.0502947974393303,"S14_neg.mzML","TR2"
-0.289976264982281,0.110964600931766,"S15_neg.mzML","TR2"
-0.0432614272164426,0.182710489970436,"S16_neg.mzML","TR2"
0.0614545001328682,0.00798349477525116,"S17_neg.mzML","TR2"
0.136850521997005,0.0664653606694781,"S18_neg.mzML","TR2"
0.283362486352112,-0.224589625516071,"S19_neg.mzML","TR2"
-0.142666599028,-0.290088193359139,"S20_neg.mzML","TR2"
