"feature","PR1","PR2","MeanDecreaseAccuracy","MeanDecreaseGini"
"5822_210.0779_16.51",1.00100150250438,0,1.00100150250438,0.0041025641025641
"4459_211.0732_16.07",1.00100150250438,0,1.00100150250438,0.0107904761904762
"5662_213.0888_16.45",0,1.00100150250438,1.00100150250438,0.00622222222222222
"2336_221.1542_12.95",1.00100150250438,1.00100150250438,1.00100150250438,0.00676923076923077
"2098_227.1285_11.2",0,1.00100150250438,1.00100150250438,0.019728981544771
"2390_239.1287_13.27",0,1.00100150250438,1.00100150250438,0.0245159489633174
"89_242.9433_0.54",0,1.00100150250438,1.00100150250438,0.00375
"5354_265.1479_16.29",0,1.00100150250438,1.00100150250438,0.00355555555555556
"4658_265.1479_16.07",1.00100150250438,1.00100150250438,1.00100150250438,0.0846120721383879
"2722_265.1479_14.4",0,1.00100150250438,1.00100150250438,0.00363636363636364
"2516_285.2072_13.79",0,1.00100150250438,1.00100150250438,0.00859440559440559
"2469_286.1085_13.61",0,1.00100150250438,1.00100150250438,0.0149473684210526
"5529_293.1794_16.34",0,1.00100150250438,1.00100150250438,0.0084
"2375_301.0579_13.19",0,1.00100150250438,1.00100150250438,0.00899181286549708
"6394_309.1741_16.73",0,1.00100150250438,1.00100150250438,0.003
"3897_309.1741_15.71",1.00100150250438,0,1.00100150250438,0.0117570850202429
"4214_311.1686_15.75",1.00100150250438,0,1.00100150250438,0.00355555555555556
"5910_311.1687_16.14",0,1.00100150250438,1.00100150250438,0.0226711446448289
"3675_311.1686_15.57",0,1.00100150250438,1.00100150250438,0.00994736842105263
"4923_339.1998_16.07",1.30206927713678,0.447303065060821,1.00100150250438,0.0255762483130904
"3153_387.1562_15.21",0,1.00100150250438,1.00100150250438,0.0071
"6909_410.1617_16.9",0,1.00100150250438,1.00100150250438,0.00715555555555556
"2263_415.2339_12.57",0,1.00100150250438,1.00100150250438,0.0305457735247209
"2300_447.1343_12.78",1.00100150250438,0,1.00100150250438,0.0041025641025641
"121_462.8784_0.55",0,1.00100150250438,1.00100150250438,0.0136616541353383
"2250_471.1272_12.53",0,1.00100150250438,1.00100150250438,0.0064
"2944_585.3434_14.93",0,1.00100150250438,1.00100150250438,0.0431381016644175
"5520_108.019_16.45",1.30206927713678,0.200008000480032,0.893319432499825,0.0233809523809524
"3696_186.0777_15.6",1.00100150250438,0.829972352653675,0.823562725354369,0.0260657097288676
"5723_159.0666_16.37",0.781345384897492,0.200008000480032,0.789829296844237,0.0721818789397737
"6834_147.0301_16.76",1.00100150250438,0.72799238491593,0.781345384897492,0.0598423558897243
"3949_200.0935_15.73",0.905503448181881,0.478200759259076,0.772398210335,0.0898032412032412
"2227_248.0799_12.43",1.38942503594182,-0.124036642859932,0.738475336757583,0.0556573896863371
"6461_172.062_16.71",-1.00100150250438,1.37457856297529,0.730864213647821,0.0402208843787791
"7168_482.7892_17.05",0.81704145691825,0.57754281555789,0.72799238491593,0.0639505646400383
"4552_116.0241_16.08",-1.00100150250438,1.40275209380409,0.636621493983443,0.0333219973009447
"6829_134.0348_16.92",0.343037530015732,1.00100150250438,0.632708666137081,0.0445544759334233
"7376_190.9278_17.4",1.00100150250438,0.277371435197549,0.632708666137081,0.0272167341430499
"6988_112.9843_16.96",0.468624165678062,0.57754281555789,0.624607621853054,0.0617015037593985
"90_394.8906_0.55",0.72799238491593,0.277371435197549,0.579624525563797,0.0419658236500342
"3549_107.035_15.5",0.611110934285056,0.632708666137081,0.566707486672983,0.0723343510290879
"6862_165.0197_16.89",1.00100150250438,-0.277371435197549,0.548552086782229,0.0495074551179814
"3711_184.0621_15.61",0.901096919086897,0,0.546513815512088,0.0706319803004014
"7047_179.0553_16.98",0.468624165678062,0,0.515916291749578,0.0316354732986312
"4991_106.0397_16.25",0.447303065060821,1.00100150250438,0.510427569750182,0.0467065513433934
"3255_163.0616_15.3",1.00100150250438,0.849139738291059,0.492485368784836,0.0658113360323887
"3823_132.0555_15.68",0.200008000480032,1.00100150250438,0.447303065060821,0.0131240829346093
"5697_170.0463_16.4",1.00100150250438,0,0.447303065060821,0.0186731829573935
"6777_120.0554_16.63",0.447303065060821,0.277371435197549,0.388573001898768,0.0315533492822966
"2216_305.082_12.24",-1.00100150250438,0.57754281555789,0.31803152611957,0.0375461117829539
"6148_237.0891_16.67",0.128038978949756,0.335440680746736,0.295488354553257,0.0990045948203843
"3093_159.0667_15.17",0.72799238491593,-0.161168779061497,0.294795797689272,0.0685309941520468
"7146_338.8591_17.03",1.00100150250438,-1.00100150250438,0.230170775380726,0.0374636363636364
"6172_163.0616_16.66",0.341921696588424,-0.167034198261688,0.17266751466852,0.0985926389400073
"4689_135.9698_16.08",-1.00100150250438,1.00100150250438,0.128038978949756,0.0315169742538164
"5659_669.458_16.44",-0.156177571144113,1.00100150250438,0.128038978949756,0.0552134502923977
"6839_116.0241_16.65",-1.00100150250438,1.00100150250438,0.108466504993364,0.0443410951621478
"4486_213.0889_16.06",1.00100150250438,-1.00100150250438,0.108466504993364,0.00838095238095238
"6205_66.0083_16.73",0,0,0,0.0127067669172932
"4034_83.0236_15.9",0,0,0,0
"6267_83.0236_16.64",0,0,0,0.015780701754386
"3407_83.0236_15.4",0,0,0,0
"3137_83.0236_15.19",0,0,0,0
"5112_83.0236_16.2",0,0,0,0
"4597_84.0076_16.03",0,0,0,0
"6883_90.0083_16.79",0,0,0,0.00638095238095238
"6270_90.0083_16.61",0,0,0,0.0105904761904762
"5358_90.0083_16.34",0,0,0,0
"4088_92.024_15.93",0,0,0,0.0036
"6567_92.024_16.71",0,0,0,0.0107142857142857
"3537_92.024_15.56",0,0,0,0.012280701754386
"3269_92.024_15.33",0,0,0,0.0153734335839599
"4458_92.024_16.17",0,0,0,0
"6698_93.008_16.67",0,0,0,0.00776666666666667
"5047_93.008_16.16",0,0,0,0
"6441_99.9244_16.87",0,0,0,0.0134665991902834
"6214_104.0241_16.66",0,0,0,0
"2990_106.0397_15.08",0,0,0,0.00355555555555556
"6723_106.0397_16.65",0,0,0,0.00363636363636364
"4014_106.0397_15.97",0,0,0,0.0064
"2771_106.0397_14.73",0,0,0,0
"3589_106.0397_15.63",0,0,0,0.00369230769230769
"6899_106.0397_16.89",0,0,0,0.003
"5691_106.0397_16.44",0,0,0,0
"2738_106.0397_14.48",0,0,0,0
"3267_107.035_15.28",0,0,0,0
"5283_107.035_16.29",0,0,0,0
"4616_108.019_16.07",0,0,0,0.0219973009446694
"3536_109.0394_15.48",0,0,0,0.00738636363636364
"5715_110.0346_16.47",0,0,0,0.0176701754385965
"4092_116.0241_15.86",0,0,0,0
"5731_116.0241_16.39",0,0,0,0.00928421052631579
"6788_117.0194_16.85",0,0,0,0.0152363636363636
"4142_117.0194_15.81",0,0,0,0
"6721_120.0191_16.64",0,0,0,0
"3125_120.0554_15.18",0,0,0,0.0104055944055944
"3130_121.0507_15.19",0,0,0,0.00355555555555556
"6534_121.0507_16.61",0,0,0,0.0035
"3918_121.0507_15.86",0,0,0,0.00333333333333333
"5411_121.0507_16.29",0,0,0,0.00673892773892774
"7005_121.0507_16.96",0,0,0,0
"6078_122.0347_16.65",0,0,0,0
"4287_122.0347_15.9",0,0,0,0
"3628_122.0347_15.6",0,0,0,0.00735897435897436
"6554_124.014_16.78",0,0,0,0.0136126984126984
"933_129.0181_0.69",0,0,0,0.00366666666666667
"3411_130.0399_15.51",0,0,0,0
"6685_130.0399_16.84",0,0,0,0
"3805_130.0399_15.68",0,0,0,0
"5838_130.0399_16.45",0,0,0,0.0117333333333333
"5073_130.0399_16.24",0,0,0,0.0035
"4163_131.0351_16.02",0,0,0,0
"6133_131.0351_16.69",0,0,0,0.00676923076923077
"3127_131.0352_15.15",0,0,0,0.003
"2957_131.0352_14.93",0,0,0,0.00373333333333333
"4275_132.0555_15.86",-1.00100150250438,1.00100150250438,0,0.0131208791208791
"5891_132.0555_16.62",0,0,0,0
"3450_133.0508_15.43",0,0,0,0
"6464_133.9224_16.88",0,0,0,0
"6559_134.0348_16.67",0,0,0,0
"4086_134.0348_15.94",0,0,0,0
"3643_134.0348_15.68",0,0,0,0.00688888888888889
"4862_134.0348_16.17",0,0,0,0
"3441_134.0348_15.42",0,0,0,0
"5760_134.0348_16.39",0,0,0,0.00535714285714286
"3118_134.0348_15.18",0,0,0,0.0101373737373737
"5494_135.0665_16.36",0,0,0,0.0115478468899522
"3149_136.0505_15.21",0,0,0,0
"4986_136.0505_16.13",0,0,0,0
"1785_137.0233_7.97",0,0,0,0
"2377_137.0345_13.19",0,0,0,0.009
"5937_140.0243_16.58",0,0,0,0.0102121212121212
"6884_141.0196_16.89",0,0,0,0
"5044_141.0196_16.29",0,0,0,0.00666666666666667
"5609_143.0353_16.41",0,0,0,0
"4024_144.0556_15.76",0,0,0,0.00808421052631579
"5267_144.0556_16.35",0,0,0,0
"6317_145.0508_16.67",0,0,0,0
"5710_145.0508_16.38",0,0,0,0
"4872_145.0508_16.14",0,0,0,0.00366666666666667
"6905_145.0509_16.89",0,0,0,0
"2962_145.0509_14.94",0,0,0,0
"6449_145.9225_16.88",0,0,0,0
"5563_145.9225_16.43",1.00100150250438,-1.00100150250438,0,0.00366666666666667
"7167_146.9376_17.04",0,0,0,0.0223289248762933
"4415_147.0302_16.01",0,0,0,0
"4224_147.0665_15.9",0,0,0,0
"5287_147.0665_16.32",0,0,0,0
"3419_147.0665_15.44",0,0,0,0.00266666666666667
"7025_147.0665_16.95",0,0,0,0
"6300_148.0506_16.7",0,0,0,0
"3139_148.0506_15.19",0,0,0,0
"7074_148.0506_16.98",0,0,0,0.0036
"6558_155.0353_16.71",0,0,0,0
"4013_155.0353_15.99",0,0,0,0.00923076923076923
"5017_155.0353_16.23",0,0,0,0.00363636363636364
"6686_157.051_16.69",0,0,0,0
"3525_157.051_15.61",0,0,0,0
"3989_157.051_15.89",0,0,0,0.00355555555555556
"3117_157.051_15.15",0,0,0,0.0032
"4141_158.0462_15.87",0,0,0,0.00355555555555556
"5061_158.0462_16.1",0,0,0,0.00948771929824561
"3426_158.0462_15.45",0,0,0,0.0153473684210526
"2455_161.021_13.56",0,0,0,0
"4189_161.0823_15.85",0,0,0,0
"4989_161.0823_16.07",0,0,0,0
"4100_163.0616_15.73",0,0,0,0
"4424_163.0616_16.05",0,0,0,0.0216727272727273
"3598_163.0616_15.52",0,0,0,0
"6269_169.0511_16.72",0,0,0,0.003
"5922_169.0511_16.52",0,0,0,0
"6790_170.0463_16.72",0,0,0,0.0117570850202429
"4842_170.0463_16.08",0,0,0,0
"3372_171.0667_15.5",0,0,0,0.00979904306220096
"5669_171.0667_16.43",0,0,0,0.00363636363636364
"4504_171.0667_16.07",0,0,0,0.00363636363636364
"4652_172.062_16.06",0,0,0,0
"5848_173.0824_16.46",0,0,0,0.0064
"4666_173.0824_16.06",0,0,0,0
"4888_174.0776_16.06",0,0,0,0.0149707602339181
"73_174.9552_0.52",0,0,0,0.00387878787878788
"6338_182.0464_16.75",0,0,0,0.00355555555555556
"6046_183.9335_16.74",0,0,0,0.0115627530364372
"6341_184.062_16.67",0,0,0,0
"4225_184.0621_15.86",0,0,0,0
"6749_184.0621_16.85",0,0,0,0.0032
"4654_184.0621_16.08",0,0,0,0.006
"4249_186.0777_15.84",0,0,0,0
"6948_186.0777_16.91",0,0,0,0
"1601_186.1128_6.25",0,0,0,0
"7164_190.9278_17.04",0,0,0,0
"6293_191.0567_16.66",0,0,0,0.00993333333333334
"6766_191.0567_16.88",0,0,0,0.00303030303030303
"7141_192.9282_17.03",0,0,0,0
"2426_194.0815_13.42",0,0,0,0.0036
"5774_198.0778_16.42",0,0,0,0
"6975_198.0778_16.93",0,0,0,0.00355555555555556
"7268_198.8077_17.18",0,0,0,0.0157092731829574
"1955_201.1126_9.34",0,0,0,0
"6870_206.9653_16.89",0,0,0,0.0035
"6430_210.0779_16.69",0,0,0,0
"4659_210.0779_16.07",0,0,0,0.0073030303030303
"5272_210.0779_16.3",0,0,0,0
"6390_211.0732_16.69",0,0,0,0.0125032581453634
"5742_211.0732_16.44",0,0,0,0.00355555555555556
"4886_212.0936_16.06",0,0,0,0.00369230769230769
"6571_213.0888_16.7",0,0,0,0.00685714285714286
"3557_213.0888_15.51",0,0,0,0.00266666666666667
"5160_213.0889_16.25",0,0,0,0
"2065_215.1284_10.63",0,0,0,0.00948771929824561
"2677_221.1542_14.3",1.00100150250438,-1.00100150250438,0,0.0147915242652085
"6665_223.0733_16.75",0,0,0,0.00266666666666667
"4102_223.0733_15.78",0,0,0,0
"6080_223.0733_16.53",0,0,0,0
"3476_223.0733_15.48",0,0,0,0
"5152_223.0733_16.17",0,0,0,0
"5469_223.0733_16.35",0,0,0,0.00373333333333333
"7016_223.0733_16.96",0,0,0,0.00355555555555556
"7046_225.0612_16.98",0,0,0,0
"3503_225.089_15.51",0,0,0,0
"4472_225.089_16.07",0,0,0,0
"5642_225.089_16.36",0,0,0,0
"5153_225.089_16.22",0,0,0,0
"5875_226.0843_16.48",0,0,0,0.00371428571428572
"4975_226.0843_16.13",0,0,0,0.0036
"3921_227.1046_15.72",0,0,0,0.00622222222222222
"2702_233.1544_14.37",0,0,0,0.0250276039749724
"2338_236.1052_12.95",0,0,0,0
"3971_237.0891_15.97",0,0,0,0.003
"5081_237.0891_16.19",0,0,0,0
"5575_237.0891_16.4",0,0,0,0.00940559440559441
"6729_238.0843_16.74",0,0,0,0
"4080_239.1047_15.78",0,0,0,0.012280701754386
"5819_239.1048_16.51",0,0,0,0.0102377622377622
"1903_240.9785_8.97",0,0,0,0.0041025641025641
"2326_241.1443_12.89",0,0,0,0
"2083_242.1759_11.11",0,0,0,0.0124019138755981
"1904_242.9743_8.97",0,0,0,0
"2258_243.16_12.56",0,0,0,0.0144619883040936
"2699_243.1963_14.36",0,0,0,0
"2877_249.1495_14.84",0,0,0,0.00727272727272727
"6137_252.1002_16.65",0,0,0,0
"4103_252.1002_15.98",0,0,0,0.00590769230769231
"5013_252.1002_16.14",1.00100150250438,-1.00100150250438,0,0.0035
"2316_257.1758_12.99",0,0,0,0.00668181818181818
"1700_261.1343_7.28",0,0,0,0
"1738_261.1343_7.58",0,0,0,0
"7081_264.0725_16.99",0,0,0,0.0104615384615385
"6524_265.1479_16.91",0,0,0,0
"2627_265.1479_14.19",0,0,0,0
"2452_266.1034_13.54",0,0,0,0
"2430_271.1915_13.43",0,0,0,0
"6902_277.0092_16.89",0,0,0,0.012280701754386
"2603_277.1445_14.04",0,0,0,0
"6404_279.1111_16.73",0,0,0,0.00342857142857143
"2837_299.0956_14.73",0,0,0,0.00654545454545455
"2456_309.0745_13.56",0,0,0,0
"99_310.9309_0.56",0,0,0,0
"6939_311.1687_16.91",0,0,0,0.0198974358974359
"2241_315.1813_12.5",0,0,0,0
"2555_315.254_13.74",0,0,0,0.0035
"6657_325.1842_16.92",0,0,0,0
"6114_325.1842_16.62",0,0,0,0
"6259_327.18_16.91",0,0,0,0.0101454545454545
"2206_327.2178_12.2",0,0,0,0
"2219_329.2334_12.21",0,0,0,0.0035
"2341_329.2334_12.97",0,0,0,0
"2229_329.2334_12.42",0,0,0,0
"2312_331.2491_12.81",0,0,0,0.0110035087719298
"10_336.8588_0.04",0,0,0,0.00266666666666667
"7162_336.8589_17.04",0,0,0,0.029719298245614
"6276_339.1998_16.91",0,0,0,0.00666666666666667
"3069_342.171_15.03",0,0,0,0
"2405_343.2126_13.31",0,0,0,0.0035
"1480_352.8537_3.55",0,0,0,0
"5371_353.2004_16.33",0,0,0,0.0186241360978203
"3438_356.1296_15.44",0,0,0,0.0429958182168709
"2337_361.1634_12.95",0,0,0,0.0182149920255183
"7109_377.0858_17",0,0,0,0
"7113_387.1147_17",0,0,0,0.0035
"3704_387.1562_15.59",0,0,0,0.0035
"2238_387.2866_12.49",0,0,0,0.00342857142857143
"2425_389.1719_13.42",0,0,0,0.028822966507177
"7296_404.1046_17.19",0,0,0,0.00266666666666667
"7118_404.1047_17.01",0,0,0,0.0117570850202429
"7099_426.1255_17",0,0,0,0.0035
"2168_431.2286_11.88",0,0,0,0
"7156_466.8168_17.04",0,0,0,0.00355555555555556
"2242_467.2796_12.5",0,0,0,0
"7151_484.7896_17.04",0,0,0,0
"7150_486.7877_17.03",0,0,0,0
"6543_491.3588_16.87",0,0,0,0
"4536_491.3587_15.98",0,0,0,0
"5120_491.3588_16.2",0,0,0,0.00371428571428572
"5514_491.359_16.4",0,0,0,0
"2247_514.1329_12.51",0,0,0,0
"2392_601.323_13.27",0,0,0,0
"2631_106.0397_14.17",0.896978973247055,-0.927163105470881,-0.0485072391420812,0.0470137844611529
"6499_158.0462_16.67",0.492485368784836,-1.00100150250438,-0.0520580617084845,0.0141494505494506
"5590_117.0194_16.35",-0.156177571144113,0,-0.108466504993364,0.00921212121212121
"6240_117.0194_16.63",0,-1.00100150250438,-0.128038978949756,0.0170540547172126
"6177_196.0622_16.67",0.156177571144113,-0.447303065060821,-0.156177571144113,0.0829624667729931
"4423_398.2335_15.93",1.02672581904503,-1.22573502688692,-0.174584552421611,0.0755598985809512
"5591_132.0555_16.4",-1.00100150250438,1.00100150250438,-0.232507845818998,0.0102478632478632
"3129_145.0509_15.15",0.390626324554399,-0.72799238491593,-0.240219758604536,0.0485098001413791
"3322_186.0777_15.39",-0.343037530015732,-0.156177571144113,-0.245784422643061,0.0188665603402445
"4107_145.0508_15.97",-0.156177571144113,-0.447303065060821,-0.277371435197549,0.0275263157894737
"6628_252.1002_16.84",0,-1.00100150250438,-0.277371435197549,0.0271715652768284
"4310_196.0622_16.07",-1.00100150250438,1.00100150250438,-0.31803152611957,0.0236379667116509
"3145_147.0666_15.21",-0.200008000480032,-1.00100150250438,-0.359954504625741,0.0307746411483254
"6994_172.062_16.94",-1.00100150250438,0,-0.447303065060821,0.029981954887218
"2251_253.1445_12.54",-0.447303065060821,0,-0.447303065060821,0.0200354382459646
"2674_345.1092_14.27",0,-1.00100150250438,-0.447303065060821,0.0103247863247863
"3392_145.0509_15.39",-0.57754281555789,-0.557258983818637,-0.475679066942471,0.0759196920039025
"64_146.9601_0.5",-0.563167214267175,-0.817041456918251,-0.483410601279308,0.0470822312190733
"4497_90.0083_16.11",-1.00100150250438,-0.200008000480032,-0.525370681277841,0.0212291866028708
"2943_648.3386_14.93",-1.0377579130892,1.00100150250438,-0.557258983818638,0.015355710955711
"4188_110.0346_15.96",-0.592593403280298,-1.40834895880057,-0.613904645123819,0.0509195488721805
"5551_183.9335_16.41",-0.165242988769961,-1.72300386905937,-0.873249002193619,0.0799209305314569
"7391_336.8588_17.39",-0.829972352653675,-0.525370681277841,-0.975622768044226,0.0391657465341676
"3564_83.0236_15.63",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0218594364699628
"5545_83.0236_16.44",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0242296650717703
"2995_83.0236_14.97",0,-1.40275209380409,-1.00100150250438,0.0254451887293993
"3812_90.0083_15.86",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.00890191387559808
"3169_106.0397_15.42",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0258070175438596
"4929_107.035_16.06",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0251086807928913
"6517_107.035_16.69",-1.00100150250438,-0.277371435197549,-1.00100150250438,0.0188514619883041
"6456_108.019_16.65",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0139919028340081
"3041_109.0394_15.12",-1.00100150250438,0,-1.00100150250438,0.0246208791208791
"6212_110.0346_16.67",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0364969022205864
"4286_117.0194_16",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.00872727272727273
"7303_117.9274_17.19",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0147918128654971
"3931_118.0398_15.87",-1.00100150250438,0,-1.00100150250438,0.00426666666666667
"5318_118.0398_16.29",-1.00100150250438,0,-1.00100150250438,0.00928421052631579
"3666_120.0191_15.67",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.00371428571428572
"4121_120.0191_15.99",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0255955798587378
"5696_120.0191_16.41",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0208895572263993
"4033_120.0554_15.92",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.014859649122807
"3572_120.0554_15.59",0,-1.00100150250438,-1.00100150250438,0.0110035087719298
"6990_120.0555_16.94",-1.00100150250438,0,-1.00100150250438,0.00373333333333333
"3410_121.0507_15.44",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.00375
"5211_122.0347_16.15",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0189473684210526
"6800_122.0347_16.86",0,-1.00100150250438,-1.00100150250438,0.00890191387559808
"6927_131.0351_16.89",-1.00100150250438,0,-1.00100150250438,0.01
"3375_131.0351_15.38",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.00888157894736842
"3133_132.0555_15.16",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0107508771929825
"4025_133.0508_15.86",-1.00100150250438,-1.00100150250438,-1.00100150250438,0.0146296650717703
"3140_133.0508_15.2",0,-1.00100150250438,-1.00100150250438,0.0191353383458647
