"PC1","PC2","sample_name","Groups"
-3.86520925741595,-8.75169687986553,"S31_neg.mzML","PR2"
9.98961778106555,0.745721175732968,"S32_neg.mzML","PR2"
1.77116562638125,-1.0509034342767,"S34_neg.mzML","PR2"
-14.5677215844991,-3.28560915437069,"S35_neg.mzML","PR2"
-15.1698124256806,2.10675548693828,"S36_neg.mzML","PR2"
6.46122821834828,-3.82961052980316,"S37_neg.mzML","PR2"
-16.5929911826869,-1.46967856834576,"S38_neg.mzML","PR2"
-9.24412337448088,23.0606688950631,"S39_neg.mzML","PR2"
4.4810701660458,1.55917150582586,"S40_neg.mzML","PR2"
16.7219366684313,1.53649534821914,"S11_neg.mzML","TR2"
-3.27217908903692,-1.17519648932525,"S12_neg.mzML","TR2"
9.66725547643278,-2.88124393902485,"S13_neg.mzML","TR2"
11.3584020557798,5.13809655029287,"S14_neg.mzML","TR2"
10.1036689147566,2.81536727285706,"S15_neg.mzML","TR2"
14.2191107834674,0.348029105971049,"S16_neg.mzML","TR2"
-1.86362116582093,-4.09600979137486,"S17_neg.mzML","TR2"
-3.10393095027421,-4.10614496985961,"S18_neg.mzML","TR2"
-11.7134411435112,-0.245052561737108,"S19_neg.mzML","TR2"
-5.38042551730216,-6.41915902291673,"S20_neg.mzML","TR2"
