"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000480047497728113,0.000494253937131355,3.41624958973439e-05,7.11648244372116
"TR","1",10,0,0,0.000476869204921022,0.00046657762672537,7.54711950780099e-05,15.8263931281764
