"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.00043330177608141,0.000379178294676366,0.000453494728442877,104.66025146356
"TR","1",10,0,0,0.000372840250357905,0.000203440756062719,0.000420566800806073,112.800804205649
