"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.00175306257746779,0.00193395897708256,0.0011626568389229,66.321468147606
"TR","1",10,0,0,0.00524486627535915,0.00427689979481102,0.00466829645969434,89.0069682353278
