"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000432137051657023,0.000276534868230259,0.000442953407335726,102.502991964523
"TR","1",10,0,0,0.000299317540429816,0.000251202551277147,0.000212654097346649,71.0463199187325
