"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000216765070632752,0.000178081955968999,0.00014777449051493,68.1726488882945
"TR","1",10,0,0,0.00021037340235119,0.000183319713386578,0.000112335690036453,53.3982379811131
