"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000157023666670254,0.000151676495212223,2.85043690171192e-05,18.1529126287553
"TR","1",10,0,0,0.000157726155622011,0.000156649493084842,2.24545233570642e-05,14.2363980587191
