"Group","Timepoint","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"Healthy","1",4,0,0,0.000857906754594697,0.000413935638372834,0.00102398233463136,119.35823201615
"TR","1",10,0,0,0.00165252961459828,0.000989826985588963,0.00176129555441652,106.581784608119
