"PC1","PC2","sample_name","Groups"
-1.17867419770317,8.97375454270721,"S31_pos.mzML","PR2"
10.3729240758624,-1.57194005283245,"S32_pos.mzML","PR2"
1.46335077940936,-9.0568877889082,"S34_pos.mzML","PR2"
-33.8287670397408,-20.6189660936789,"S35_pos.mzML","PR2"
-15.0205074600759,2.87072925492757,"S36_pos.mzML","PR2"
6.65474550232962,-12.7761350055341,"S37_pos.mzML","PR2"
-17.1981495942463,-0.817342121551911,"S38_pos.mzML","PR2"
-13.3606656660526,7.85426887364277,"S39_pos.mzML","PR2"
11.1379748888044,-11.5782630423597,"S40_pos.mzML","PR2"
8.92622838848231,4.83592222864721,"S11_pos.mzML","TR2"
6.49192879809128,-5.32611869623353,"S12_pos.mzML","TR2"
8.80176092971703,-4.09185018055584,"S13_pos.mzML","TR2"
14.2941412239102,-5.55778155352525,"S14_pos.mzML","TR2"
11.2695701492369,3.51957068716233,"S15_pos.mzML","TR2"
11.253110170446,-6.58795840321536,"S16_pos.mzML","TR2"
-0.523289420493297,8.21142806565508,"S17_pos.mzML","TR2"
5.46979282873774,13.3028791765685,"S18_pos.mzML","TR2"
-10.8706984386219,17.6396285251086,"S19_pos.mzML","TR2"
-4.1547759180933,10.7750615839761,"S20_pos.mzML","TR2"
