"row.ID","row.m.z","row.retention.time","p_value","statistic","p_adjusted_BH","mean_group1","mean_group2","fold_change","log2_fold_change","significance","label"
3931,118.039777000686,15.867932,0.00804523748656169,1,0.972320527595229,0.000984917696160568,0.00191342399475711,1.94272475986173,0.958081518159301,"Not Significant","3931"
5288,200.093489995006,16.073454,0.00804523748656169,1,0.972320527595229,0.00024224740130462,0.000466155549653901,1.92429535732242,0.944330253287332,"Not Significant","5288"
4922,264.100234032208,16.12601,0.00804523748656169,1,0.972320527595229,2.53162538794321e-05,5.42555917345247e-05,2.14311295790109,1.09970789271579,"Not Significant","4922"
6394,309.174060353433,16.733154,0.00804523748656169,54,0.972320527595229,9.6446683739228e-05,4.35419338815179e-05,0.451461182421226,-1.14732614779232,"Not Significant","6394"
3572,120.055444847964,15.590859,0.0108269212771313,53,0.972320527595229,0.00151701834030405,0.000549677491359036,0.362340702650216,-1.4645812183997,"Not Significant","3572"
6902,277.009242902394,16.890808,0.0190588916017305,4,0.972320527595229,3.15495444972187e-05,7.41207298989186e-05,2.34934389957525,1.2322579121143,"Not Significant","6902"
5862,144.055651531896,16.656866,0.0249324556028631,5,0.972320527595229,0.00037066972890256,0.000501836481331235,1.3538642144235,0.437083051319664,"Not Significant","5862"
6191,227.104597976399,16.651293,0.0249324556028631,5,0.972320527595229,5.30388350284754e-05,0.000111025520324772,2.09328731042386,1.06577033972385,"Not Significant","6191"
5429,184.062060753621,16.340317,0.0323129112432441,6,0.972320527595229,0.00029414180276924,0.000644332110311715,2.19054926652913,1.13129266194595,"Not Significant","5429"
3898,265.147862300908,15.711845,0.0323129112432441,49,0.972320527595229,0.000193751616783137,0.000107876795179454,0.556778812845723,-0.844823781660446,"Not Significant","3898"
6567,92.0239936879964,16.705269,0.0414910873877316,48,0.972320527595229,0.00213587270832658,0.00139083472722513,0.651178659572285,-0.618874674511883,"Not Significant",NA
6693,133.050784440692,16.853416,0.0414910873877316,48,0.972320527595229,0.000671391442692732,0.000321476939950211,0.478821920429715,-1.06243889462903,"Not Significant",NA
6368,171.066700612044,16.691572,0.0414910873877316,7,0.972320527595229,0.00112140399661752,0.00164158704558036,1.4638676610141,0.549785134613377,"Not Significant",NA
6628,252.100177836551,16.844591,0.0414910873877316,48,0.972320527595229,0.000348197512683982,0.000202587313527922,0.581817233461364,-0.781362065102586,"Not Significant",NA
3738,121.050697767465,15.636853,0.0527870006322246,8,0.972320527595229,0.000300430225579272,0.00044533554192761,1.48232602451681,0.567862790575403,"Not Significant",NA
3823,132.055533028693,15.680155,0.0527870006322246,47,0.972320527595229,0.000918886849760268,0.000325845964696063,0.354609454669064,-1.49569709271074,"Not Significant",NA
4086,134.034811917158,15.9440365,0.0527870006322246,8,0.972320527595229,0.00106189847573048,0.001771583131985,1.66831686123885,0.73839332398866,"Not Significant",NA
1785,137.023276938483,7.9731965,0.0527870006322246,47,0.972320527595229,0.000522790640013276,0.00021475755948994,0.410790750738165,-1.28352439622639,"Not Significant",NA
4475,239.104773479129,16.0653,0.0527870006322246,8,0.972320527595229,0.000172136680884706,0.000252825042492784,1.46874588956505,0.554584814154295,"Not Significant",NA
2269,329.2334371241,12.604264,0.0527870006322246,47,0.972320527595229,0.000746485612431228,0.00058840755297251,0.78823696421439,-0.343298688930563,"Not Significant",NA
7175,471.114587294647,17.05871,0.0527870006322246,47,0.972320527595229,0.000160700658848526,6.66740706315248e-05,0.414896062712292,-1.26917812852476,"Not Significant",NA
2631,106.039695845106,14.173291,0.0665457213437161,46,0.972320527595229,0.00021037340235119,0.000134555004824091,0.639600839841292,-0.644756261706904,"Not Significant",NA
3549,107.034983043922,15.499021,0.0665457213437161,46,0.972320527595229,0.00191860263553356,0.00150716395187722,0.78555294565103,-0.348219579579228,"Not Significant",NA
6240,117.019391421789,16.634377,0.0665457213437161,9,0.972320527595229,0.000901751440855559,0.00118848657038934,1.31797579304308,0.398323872942764,"Not Significant",NA
3130,121.050687516805,15.188335,0.0665457213437161,46,0.972320527595229,0.000205540127456543,7.93349232055067e-05,0.385982650625145,-1.3733920930406,"Not Significant",NA
6133,131.03512557421,16.689613,0.0665457213437161,9,0.972320527595229,0.0127638161899381,0.019020714582372,1.49020593052463,0.575511709491484,"Not Significant",NA
6905,145.050852395924,16.885967,0.0665457213437161,46,0.972320527595229,0.00149682461074933,0.00110802686516938,0.740251634835622,-0.433912323308727,"Not Significant",NA
3419,147.066537166522,15.441309,0.0665457213437161,46,0.972320527595229,0.000299317540429816,0.000158295710510186,0.528855443228872,-0.919054663354931,"Not Significant",NA
3145,147.066554824997,15.206212,0.0665457213437161,46,0.972320527595229,9.9823288341734e-05,5.66523929450487e-05,0.567526815497257,-0.817239533900671,"Not Significant",NA
3525,157.050958317466,15.612209,0.0665457213437161,46,0.972320527595229,0.00103209631511234,0.000574990285032055,0.557109134692987,-0.843968123412295,"Not Significant",NA
3114,186.077735804051,15.175608,0.0665457213437161,46,0.972320527595229,7.12147294937738e-05,3.80882474837031e-05,0.534836651833847,-0.902829759584985,"Not Significant",NA
6177,196.062158305788,16.667587,0.0665457213437161,9,0.972320527595229,0.00039268496187648,0.00053409639339919,1.36011420159041,0.443727792027837,"Not Significant",NA
3086,265.147888846183,15.107723,0.0665457213437161,46,0.972320527595229,0.00042208017996867,0.000258613276546186,0.612711254447868,-0.706720743511723,"Not Significant",NA
5880,325.184187097682,16.405966,0.0665457213437161,46,0.972320527595229,0.00537753455954188,0.00178554063203991,0.332037035237952,-1.59058392688681,"Not Significant",NA
