"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000170250317646544,0.000167036922976916,9.16013356701409e-06,5.38039146924319
"TR",10,0,0,0.000181483914373664,0.000180900579394746,8.19498421425802e-06,4.51554301247054
