"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000133709626328082,0.00013410232844567,6.03629808554909e-06,4.51448280226129
"TR",10,0,0,0.000153790585218164,0.000149287685585393,2.1499969581419e-05,13.980029759897
