"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,5.03634209714334e-06,2.15833316691279e-06,6.23929999717364e-06,123.885547820761
"TR",10,0,0,2.72700433296404e-06,1.15142758393442e-06,5.41779635955885e-06,198.672084751333
