"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000119333247870092,0.000116782452163901,8.42824280994154e-06,7.06277836258729
"TR",10,0,0,0.000111079309444378,0.000111040653719522,7.03931246081926e-06,6.33719501501233
