"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,2.80547195642552e-05,2.77929651578695e-05,3.83628461675867e-06,13.6742932253243
"TR",10,0,0,2.21898982250958e-05,2.37043468116444e-05,5.39486057050693e-06,24.3122366573344
