"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,2.50987789646779e-05,2.67014640237597e-05,5.64270617459247e-06,22.4819947716723
"TR",10,0,0,3.08271613538421e-05,3.030164524223e-05,2.32511371486802e-06,7.5424191289615
