"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000451220868737644,0.000460909055322119,3.24801520290351e-05,7.19828232233652
"TR",10,0,0,0.000430950080131677,0.000438223968811093,2.2315828647866e-05,5.17828622773372
