"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,9.51712700882369e-06,8.29407315081994e-06,4.59927944669085e-06,48.3263430489756
"TR",10,0,0,2.05178648005242e-05,1.92041075827923e-05,1.05632616362987e-05,51.4832402835058
