"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00863445678813204,0.00858520246563172,0.000363444242726886,4.20923112646109
"TR",10,0,0,0.00808822940121338,0.00816385400251748,0.000348909971359425,4.31379915247066
