"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,2.42034654316062e-05,2.28823192828413e-05,9.61517039240742e-06,39.7264202499341
"TR",10,0,0,3.71769711141924e-05,3.96431923912689e-05,1.07223258046971e-05,28.8413108527925
