"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,6.32196562167184e-05,6.39705299998486e-05,7.59323538119164e-06,12.010877368839
"TR",10,0,0,7.20081225823008e-05,7.45215913095603e-05,6.99450337789931e-06,9.713492210417
