"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000201794717708148,0.000214043567824203,6.30178914550941e-05,31.2287121143755
"TR",10,0,0,0.000146849124086978,0.000132456557808303,3.59362278980004e-05,24.471530301206
