"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,1.64897920381625e-05,1.73137743359391e-05,4.21479260123538e-06,25.5600106507168
"TR",10,0,0,2.24969668958649e-05,2.22523402129339e-05,1.34367105207237e-06,5.97267648697722
