"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000426354108042518,0.000426025022843075,0.000113822032435205,26.6965956907948
"TR",10,0,0,0.000563196198727049,0.000587827802044642,0.000145279107833041,25.7954702395727
