"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,7.09903230428469e-05,6.30717164398068e-05,6.13130473788368e-05,86.3681763243009
"TR",10,0,0,0.000145223771339773,0.000128219792593241,6.84063257869649e-05,47.1040829995511
