"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,3.6823173975145e-06,1.11716376945972e-06,5.35837133538501e-06,145.516281106072
"TR",10,0,0,1.77918506391817e-06,5.69873386997428e-07,3.86136697184243e-06,217.030091481256
