"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000165912884923705,0.000169553178383595,9.91213269513766e-06,5.97429952453407
"TR",10,0,0,0.000154488511734344,0.000155496566802835,1.01393333623884e-05,6.56316333723501
