"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,8.78396994844955e-05,8.96046920341488e-05,5.9750359635173e-06,6.80220446857511
"TR",10,0,0,7.92424954586606e-05,7.59403327269684e-05,7.61965250964235e-06,9.61561402822983
