"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000132851615824933,0.000119444146270235,3.53917807078974e-05,26.6400829889305
"TR",10,0,0,8.45926337040178e-05,9.2665669237077e-05,2.20909413038213e-05,26.1144976063939
