"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000132321051070928,0.000131303991217359,9.09461858723924e-06,6.87314566626608
"TR",10,0,0,0.000143480354766788,0.000138888411482639,1.40255347430241e-05,9.77523004164658
