"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,7.83175753804711e-05,7.95380881950636e-05,8.62789193216783e-06,11.0165462736213
"TR",10,0,0,6.2513885411629e-05,6.4284859097324e-05,1.3729261505368e-05,21.9619391995334
