"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,1.76697064626856e-05,1.64450066320582e-05,6.94009972097578e-06,39.2768252015487
"TR",10,0,0,2.61926475089232e-05,2.63620939552189e-05,7.80868310468056e-06,29.8125002522954
