"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00016215826772649,0.000157065977573172,1.60626808943231e-05,9.90555777360411
"TR",10,0,0,0.000137446065060711,0.000143513487327386,3.00253507063791e-05,21.8451875600198
