"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,8.17545143801356e-05,7.30512177288788e-05,2.07352446651235e-05,25.3628130780771
"TR",10,0,0,3.13865459345257e-05,2.85829260166326e-05,1.67365812018789e-05,53.3240619620664
