"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00012462616622792,0.00012620322671251,1.13051645453462e-05,9.07126078537227
"TR",10,0,0,0.000142672802577638,0.000144450795359215,1.3087822028762e-05,9.17331249706125
