"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000120041166188782,0.000119418842806645,6.59998321728035e-06,5.49809988258606
"TR",10,0,0,0.000111014261014125,0.000110669948208693,8.64730375544806e-06,7.7893629849482
