"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.000170656816493301,0.000168405965894135,1.31560513635541e-05,7.70906878136362
"TR",10,0,0,0.000193104538473111,0.000192804472228356,1.07106395931318e-05,5.5465499039129
