"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,3.26596651187052e-05,3.47866374253655e-05,8.73737046727007e-06,26.7527864585051
"TR",10,0,0,4.18646847829778e-05,4.15193809286679e-05,4.0730868039847e-06,9.72917107843797
