"Group","n_samples","n_zeros","zero_percent","mean_intensity","median_intensity","sd_intensity","cv_percent"
"PR",8,0,0,0.00363171720824117,0.00331968021426031,0.000675283521825693,18.5940557346625
"TR",10,0,0,0.00206692643375721,0.00210428285720347,0.000448820874650797,21.7144097303425
